"","gene_oid","Locus.Tag","Gene.Symbol","Product.Name","DNA.Seq.Length","AA.Seq.Length","Genome","Enzymes","COGs","COG.Categories","Pfams","TIGRfams","Signal.Peptide","Transmembrane.Helices","Kegg.Category","modulekey"
"7919",2583005729,"TH4590DRAFT_01897",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1215,404,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0649","C","pfam00346","","No","No","Oxidative Phosphorylation","M00144"
"7920",2583005730,"TH4590DRAFT_01898",NA,"Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)",657,218,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1143","C","pfam12838","","No","No","Oxidative Phosphorylation","M00144"
"7921",2583005731,"TH4590DRAFT_01899",NA,"NADH:ubiquinone oxidoreductase subunit 1 (chain H)",1281,426,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"7922",2583005732,"TH4590DRAFT_01900",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",516,171,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"7923",2583005733,"TH4590DRAFT_01901",NA,"NADH:ubiquinone oxidoreductase subunit 11 or 4L (chain K)",315,104,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"7924",2583005734,"TH4590DRAFT_01902",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",2025,674,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1009","P C","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"7925",2583005735,"TH4590DRAFT_01903",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1539,512,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7926",2583005736,"TH4590DRAFT_01904",NA,"proton-translocating NADH-quinone oxidoreductase, chain M",1503,500,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7927",2583005737,"TH4590DRAFT_01905",NA,"NADH:ubiquinone oxidoreductase subunit 2 (chain N)",1164,388,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"7928",2583005941,"TH4590DRAFT_02110",NA,"Predicted phosphatases",663,220,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:3.6.1.1","COG0546","R","pfam13419","TIGR01509","No","No","Oxidative Phosphorylation",NA
"7929",2583006055,"TH4590DRAFT_02224",NA,"NADH dehydrogenase, FAD-containing subunit",1299,432,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.99.3","COG1252","C","pfam00070 pfam07992","","No","Yes","Oxidative Phosphorylation",NA
"7930",2583006326,"TH4590DRAFT_02495",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)",516,171,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0377","C","pfam01058","TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"7931",2583006327,"TH4590DRAFT_02496",NA,"Respiratory-chain NADH dehydrogenase, 30 Kd subunit",627,208,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","","","pfam00329","","No","No","Oxidative Phosphorylation","M00144"
"7932",2583006328,"TH4590DRAFT_02497",NA,"NADH dehydrogenase subunit D (EC 1.6.5.3)",1227,408,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0649","C","pfam00346","TIGR01962","No","No","Oxidative Phosphorylation","M00144"
"7933",2583006329,"TH4590DRAFT_02498",NA,"NADH dehydrogenase subunit E (EC 1.6.5.3)",489,162,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1905","C","pfam01257","TIGR01958","No","No","Oxidative Phosphorylation","M00144"
"7934",2583006330,"TH4590DRAFT_02499",NA,"NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit",1362,453,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","","No","No","Oxidative Phosphorylation","M00144"
"7935",2583006331,"TH4590DRAFT_02500",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",1716,571,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1034","C","pfam00384 pfam10588 pfam13510","","No","No","Oxidative Phosphorylation","M00144"
"7936",2583006332,"TH4590DRAFT_02501",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",1167,388,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"7937",2583006333,"TH4590DRAFT_02502",NA,"NADH-quinone oxidoreductase, chain I",540,179,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1143","C","pfam12838","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"7938",2583006334,"TH4590DRAFT_02503",NA,"NADH:ubiquinone oxidoreductase subunit 6 (chain J)",516,171,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"7939",2583006335,"TH4590DRAFT_02504",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"7940",2583006336,"TH4590DRAFT_02505",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",1866,621,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"7941",2583006337,"TH4590DRAFT_02506",NA,"NADH dehydrogenase subunit M (EC 1.6.5.3)",1521,506,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7942",2583006338,"TH4590DRAFT_02507",NA,"NADH dehydrogenase subunit N (EC 1.6.5.3)",1512,503,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"7943",2583006452,"TH4590DRAFT_02621",NA,"Cbb3-type cytochrome oxidase, cytochrome c subunit",630,209,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","COG2993","C","pfam02433","","No","Yes","Oxidative Phosphorylation",NA
"7944",2583006453,"TH4590DRAFT_02622",NA,"Cbb3-type cytochrome oxidase, subunit 1",1422,473,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.9.3.1","COG3278","O","pfam00115","","No","Yes","Oxidative Phosphorylation","M00153"
"7945",2583006468,"TH4590DRAFT_02637",NA,"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",1614,537,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","","No","Yes","Oxidative Phosphorylation","M00144"
"7946",2583006755,"TH4590DRAFT_02924",NA,"NAD(P)-dependent iron-only hydrogenase diaphorase component flavoprotein",2022,673,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","","No","No","Oxidative Phosphorylation","M00144"
"7947",2583006756,"TH4590DRAFT_02925",NA,"NAD(P)-dependent iron-only hydrogenase catalytic subunit",1746,581,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG4624","R","pfam02256 pfam02906 pfam10588 pfam13183 pfam13510","TIGR02512","No","No","Oxidative Phosphorylation","M00144"
"7948",2583006757,"TH4590DRAFT_02926",NA,"NADH:ubiquinone oxidoreductase 24 kD subunit",582,193,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1905","C","pfam01257","","No","No","Oxidative Phosphorylation","M00144"
"7949",2583006758,"TH4590DRAFT_02927",NA,"NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit",1884,627,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG1894","C","pfam01257 pfam01512 pfam10531 pfam10589 pfam12838","","No","No","Oxidative Phosphorylation","M00144"
"7950",2583006759,"TH4590DRAFT_02928",NA,"NAD(P)-dependent iron-only hydrogenase catalytic subunit",1776,591,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:1.6.5.3","COG4624","R","pfam02256 pfam02906 pfam10588 pfam13237 pfam13510","TIGR02512","No","No","Oxidative Phosphorylation","M00144"
"7951",2583006866,"TH4590DRAFT_03035",NA,"ATP synthase, F1 epsilon subunit (delta in mitochondria)",408,135,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","COG0355","C","pfam02823","TIGR01216","No","No","Oxidative Phosphorylation",NA
"7952",2583006867,"TH4590DRAFT_03036",NA,"ATP synthase F1 subcomplex beta subunit",1419,472,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"7953",2583006868,"TH4590DRAFT_03037",NA,"ATP synthase F1 subcomplex gamma subunit",882,293,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"7954",2583006869,"TH4590DRAFT_03038",NA,"proton translocating ATP synthase, F1 alpha subunit",1527,508,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"7955",2583006870,"TH4590DRAFT_03039",NA,"ATP synthase delta (OSCP) subunit",396,131,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","","","pfam00213","","No","No","Oxidative Phosphorylation",NA
"7956",2583006871,"TH4590DRAFT_03040",NA,"ATP synthase, F0 subunit b",564,187,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","COG0711","C","pfam00430","TIGR01144","No","Yes","Oxidative Phosphorylation",NA
"7957",2583006872,"TH4590DRAFT_03041",NA,"ATP synthase subunit C",207,68,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","","","pfam00137","","No","Yes","Oxidative Phosphorylation",NA
"7958",2583006873,"TH4590DRAFT_03042",NA,"F0F1-type ATP synthase, subunit a",897,298,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4590","","COG0356","C","pfam00119","TIGR01131","Yes","Yes","Oxidative Phosphorylation",NA
"7959",2583007458,"TH4645DRAFT_00494",NA,"tungsten-dependent benzoyl-CoA reductase-related protein bamG",453,150,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1905","C","pfam01257","","No","No","Oxidative Phosphorylation","M00144"
"7960",2583007459,"TH4645DRAFT_00495",NA,"tungsten-dependent benzoyl-CoA reductase-related protein bamH",1926,641,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1894","C","pfam01257 pfam01512 pfam10531 pfam10589 pfam13237","","No","No","Oxidative Phosphorylation","M00144"
"7961",2583007793,"TH4645DRAFT_00830",NA,"ATP synthase subunit C",213,70,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","","","pfam00137","","Yes","Yes","Oxidative Phosphorylation",NA
"7962",2583007794,"TH4645DRAFT_00831",NA,"Archaeal/vacuolar-type H+-ATPase subunit I",1881,626,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1269","C","pfam01496","","No","Yes","Oxidative Phosphorylation",NA
"7963",2583008236,"TH4645DRAFT_01273",NA,"cytochrome bd-I ubiquinol oxidase subunit 2 apoprotein (EC 1.10.3.10)",1137,378,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.10.3.-","COG1294","C","pfam02322","TIGR00203","No","Yes","Oxidative Phosphorylation","M00417"
"7964",2583008237,"TH4645DRAFT_01274",NA,"cytochrome bd-I ubiquinol oxidase subunit 1 apoprotein (EC 1.10.3.10)",1530,509,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.10.3.-","","","pfam01654","","No","Yes","Oxidative Phosphorylation","M00417"
"7965",2583008664,"TH4645DRAFT_01702",NA,"Inorganic pyrophosphatase/exopolyphosphatase",1647,548,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:3.6.1.1","COG1227","C","pfam00571 pfam01368 pfam02833 pfam07085","","No","No","Oxidative Phosphorylation",NA
"7966",2583009059,"TH4645DRAFT_02097",NA,"F0F1-type ATP synthase, subunit b",426,141,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0711","C","pfam00430","","No","Yes","Oxidative Phosphorylation",NA
"7967",2583009060,"TH4645DRAFT_02098",NA,"F0F1-type ATP synthase, subunit b",627,208,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0711","C","pfam00430","","Yes","Yes","Oxidative Phosphorylation",NA
"7968",2583009061,"TH4645DRAFT_02099",NA,"ATP synthase F1 subcomplex delta subunit",543,180,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0712","C","pfam00213","TIGR01145","No","No","Oxidative Phosphorylation",NA
"7969",2583009062,"TH4645DRAFT_02100",NA,"ATP synthase F1 subcomplex alpha subunit",1509,502,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:3.6.3.14","COG0056","C","pfam00006 pfam00306 pfam02874","TIGR00962","No","No","Oxidative Phosphorylation","M00183"
"7970",2583009063,"TH4645DRAFT_02101",NA,"ATP synthase F1 subcomplex gamma subunit",864,287,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0224","C","pfam00231","TIGR01146","No","No","Oxidative Phosphorylation",NA
"7971",2583009064,"TH4645DRAFT_02102",NA,"ATP synthase F1 subcomplex beta subunit",1413,470,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:3.6.3.14","COG0055","C","pfam00006 pfam00306 pfam02874","TIGR01039","No","No","Oxidative Phosphorylation","M00183"
"7972",2583009065,"TH4645DRAFT_02103",NA,"ATP synthase F1 subcomplex epsilon subunit",417,138,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0355","C","pfam00401 pfam02823","TIGR01216","No","No","Oxidative Phosphorylation",NA
"7973",2583009114,"TH4645DRAFT_02152",NA,"NADH dehydrogenase subunit N (EC 1.6.5.3)",1395,464,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1007","C","pfam00361","TIGR01770","No","Yes","Oxidative Phosphorylation","M00144"
"7974",2583009115,"TH4645DRAFT_02153",NA,"NADH dehydrogenase subunit M (EC 1.6.5.3)",1485,494,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1008","C","pfam00361","TIGR01972","No","Yes","Oxidative Phosphorylation","M00144"
"7975",2583009116,"TH4645DRAFT_02154",NA,"NADH dehydrogenase subunit L (EC 1.6.5.3)",1884,627,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1009","C P","pfam00361 pfam00662","TIGR01974","No","Yes","Oxidative Phosphorylation","M00144"
"7976",2583009117,"TH4645DRAFT_02155",NA,"NADH dehydrogenase subunit K (EC 1.6.5.3)",309,102,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0713","C","pfam00420","","No","Yes","Oxidative Phosphorylation","M00144"
"7977",2583009118,"TH4645DRAFT_02156",NA,"NADH dehydrogenase subunit J (EC 1.6.5.3)",486,161,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0839","C","pfam00499","","No","Yes","Oxidative Phosphorylation","M00144"
"7978",2583009119,"TH4645DRAFT_02157",NA,"NADH dehydrogenase subunit I (EC 1.6.5.3)",531,176,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1143","C","pfam00037","TIGR01971","No","No","Oxidative Phosphorylation","M00144"
"7979",2583009121,"TH4645DRAFT_02159",NA,"NADH dehydrogenase subunit H (EC 1.6.5.3)",990,329,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1005","C","pfam00146","","No","Yes","Oxidative Phosphorylation","M00144"
"7980",2583009122,"TH4645DRAFT_02160",NA,"NADH dehydrogenase subunit G (EC 1.6.5.3)",1962,653,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1034","C","pfam04879 pfam10588 pfam13510","TIGR01973","No","No","Oxidative Phosphorylation","M00144"
"7981",2583009123,"TH4645DRAFT_02161",NA,"NADH dehydrogenase subunit F (EC 1.6.5.3)",1281,426,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1894","C","pfam01512 pfam10531 pfam10589","","No","No","Oxidative Phosphorylation","M00144"
"7982",2583009124,"TH4645DRAFT_02162",NA,"NADH dehydrogenase subunit E (EC 1.6.5.3)",477,158,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG1905","C","pfam01257","","No","No","Oxidative Phosphorylation","M00144"
"7983",2583009125,"TH4645DRAFT_02163",NA,"NADH dehydrogenase subunit B (EC 1.6.5.3)/NADH dehydrogenase subunit C (EC 1.6.5.3)/NADH dehydrogenase subunit D (EC 1.6.5.3)",2385,794,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0649","C","pfam00329 pfam00346 pfam01058","TIGR01962 TIGR01957","No","No","Oxidative Phosphorylation","M00144"
"7984",2583009126,"TH4645DRAFT_02164",NA,"NADH dehydrogenase subunit A (EC 1.6.5.3)",411,136,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.5.3","COG0838","C","pfam00507","","No","Yes","Oxidative Phosphorylation","M00144"
"7985",2583009481,"TH4645DRAFT_02521",NA,"Polyprenyltransferase (cytochrome oxidase assembly factor)",822,273,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"7986",2583009482,"TH4645DRAFT_02522",NA,"cytochrome c oxidase, subunit II",1254,417,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG1622","C","pfam00034 pfam00116 pfam02790 pfam13442","TIGR02866","No","Yes","Oxidative Phosphorylation","M00153"
"7987",2583009483,"TH4645DRAFT_02523",NA,"caa(3)-type oxidase, subunit IV",306,101,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","","","pfam03626","TIGR02229","No","Yes","Oxidative Phosphorylation","M00153"
"7988",2583009484,"TH4645DRAFT_02524",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",603,200,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"7989",2583009485,"TH4645DRAFT_02525",NA,"cytochrome c oxidase, subunit I",1629,542,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"7990",2583009811,"TH4645DRAFT_02855",NA,"Cytochrome b subunit of the bc complex",1101,366,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1290","C","pfam00032 pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"7991",2583009816,"TH4645DRAFT_02860",NA,"Predicted nucleoside-diphosphate-sugar epimerases",885,294,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.6.99.3","COG0702","G M","pfam13460","","No","No","Oxidative Phosphorylation",NA
"7992",2583009882,"TH4645DRAFT_02926",NA,"succinate dehydrogenase subunit C (EC 1.3.5.1)",657,218,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","","","pfam01127","TIGR02046","No","Yes","Oxidative Phosphorylation",NA
"7993",2583009883,"TH4645DRAFT_02927",NA,"succinate dehydrogenase subunit A (EC 1.3.5.1)",1914,637,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.3.5.1","COG1053","C","pfam00890 pfam02910","TIGR01811","No","No","Oxidative Phosphorylation","M00065"
"7994",2583009884,"TH4645DRAFT_02928",NA,"succinate dehydrogenase subunit B (EC 1.3.5.1)",765,254,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.3.5.1","COG0479","C","pfam13085 pfam13183","","No","No","Oxidative Phosphorylation","M00065"
"7995",2583009944,"TH4645DRAFT_02988",NA,"Polyprenyltransferase (cytochrome oxidase assembly factor)",720,239,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:2.5.1.-","COG0109","O","pfam01040","TIGR01473","No","Yes","Oxidative Phosphorylation","M00154"
"7996",2583010012,"TH4645DRAFT_03056",NA,"Uncharacterized protein required for cytochrome oxidase assembly",864,287,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1612","O","pfam02628","","No","Yes","Oxidative Phosphorylation",NA
"7997",2583010013,"TH4645DRAFT_03057",NA,"caa(3)-type oxidase, subunit IV",264,87,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","","","pfam03626","TIGR02229","No","Yes","Oxidative Phosphorylation","M00153"
"7998",2583010014,"TH4645DRAFT_03058",NA,"Heme/copper-type cytochrome/quinol oxidase, subunit 3",582,193,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG1845","C","pfam00510","","No","Yes","Oxidative Phosphorylation","M00153"
"7999",2583010015,"TH4645DRAFT_03059",NA,"cytochrome c oxidase, subunit I",1623,540,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG0843","C","pfam00115","TIGR02891","No","Yes","Oxidative Phosphorylation","M00153"
"8000",2583010016,"TH4645DRAFT_03060",NA,"cytochrome c oxidase, subunit II",948,315,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG1622","C","pfam00034 pfam00116 pfam02790","TIGR02866","No","Yes","Oxidative Phosphorylation","M00153"
"8001",2583010031,"TH4645DRAFT_03075",NA,"polyphosphate kinase 1",2181,726,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"8002",2583010074,"TH4645DRAFT_03118",NA,"hypothetical protein",408,135,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","","","","","No","No","Oxidative Phosphorylation",NA
"8003",2583010076,"TH4645DRAFT_03120",NA,"Archaeal/vacuolar-type H+-ATPase subunit F",321,106,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1436","C","pfam01990","","No","No","Oxidative Phosphorylation",NA
"8004",2583010077,"TH4645DRAFT_03121",NA,"Archaeal/vacuolar-type H+-ATPase subunit A",1611,536,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:3.6.3.14","COG1155","C","pfam00006 pfam00306 pfam02874","","No","No","Oxidative Phosphorylation","M00183"
"8005",2583010078,"TH4645DRAFT_03122",NA,"Archaeal/vacuolar-type H+-ATPase subunit B",1341,446,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1156","C","pfam00006 pfam00306 pfam02874","","No","No","Oxidative Phosphorylation",NA
"8006",2583010079,"TH4645DRAFT_03123",NA,"H(+)-transporting ATP synthase, vacuolar type, subunit D",633,210,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1394","C","pfam01813","TIGR00309","No","No","Oxidative Phosphorylation",NA
"8007",2583010103,"TH4645DRAFT_03147",NA,"Cytochrome b subunit of the bc complex",1113,370,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG1290","C","pfam00032 pfam13631","","No","Yes","Oxidative Phosphorylation",NA
"8008",2583010119,"TH4645DRAFT_03163",NA,"polyphosphate kinase 1",2868,955,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:2.7.4.1","COG0855","P","pfam02503 pfam13089 pfam13090","TIGR03705","No","No","Oxidative Phosphorylation",NA
"8009",2583010181,"TH4645DRAFT_03225",NA,"Cytochrome c, mono- and diheme variants",492,163,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG2010","C","pfam13442","","No","Yes","Oxidative Phosphorylation",NA
"8010",2583010183,"TH4645DRAFT_03227",NA,"Cbb3-type cytochrome oxidase, cytochrome c subunit",864,287,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG2993","C","pfam02433 pfam13442","TIGR00781","No","Yes","Oxidative Phosphorylation",NA
"8011",2583010184,"TH4645DRAFT_03228",NA,"Cbb3-type cytochrome oxidase, subunit 1",1404,467,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","EC:1.9.3.1","COG3278","O","pfam00115","TIGR00780","No","Yes","Oxidative Phosphorylation","M00153"
"8012",2583010583,"TH4645DRAFT_03628",NA,"ATP synthase F0 subcomplex C subunit",276,91,"Composite genome from Trout Bog Hypolimnion pan-assembly TBhypo.metabat.4645","","COG0636","C","pfam00137","TIGR01260","No","Yes","Oxidative Phosphorylation",NA
