"SAMPLE","PWY_NAME","PWY_COMMON_NAME","RXN","ORF","coverage"
"m2582580659","NONOXIPENT-PWY","pentose phosphate pathway (non-oxidative branch)","TRANSALDOL-RXN","m2582580659_119_27",100
"m2582580659","PWY0-1319","CDP-diacylglycerol biosynthesis II","1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN","m2582580659_265_3",75
"m2582580659","PWY0-1319","CDP-diacylglycerol biosynthesis II","CDPDIGLYSYN-RXN","m2582580659_159_14",75
"m2582580659","PWY0-1319","CDP-diacylglycerol biosynthesis II","GLYC3PDEHYDROGBIOSYN-RXN","m2582580659_25_1",75
"m2582580659","PWY0-1319","CDP-diacylglycerol biosynthesis II","CDPDIGLYSYN-RXN","m2582580659_265_2",75
"m2582580659","PWY0-1319","CDP-diacylglycerol biosynthesis II","CDPDIGLYSYN-RXN","m2582580659_231_8",75
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","DXPREDISOM-RXN","m2582580659_231_7",77.7777777777778
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","2.7.1.148-RXN","m2582580659_46_6",77.7777777777778
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","RXN0-302","m2582580659_183_1",77.7777777777778
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","RXN0-884","m2582580659_152_8",77.7777777777778
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","RXN0-882","m2582580659_306_15",77.7777777777778
"m2582580659","PWY-7560","methylerythritol phosphate pathway II","DXS-RXN","m2582580659_118_8",77.7777777777778
"m2582580659","PWY-7176","UTP and CTP de novo biosynthesis","RXN-12002","m2582580659_159_11",100
"m2582580659","PWY-7176","UTP and CTP de novo biosynthesis","UDPKIN-RXN","m2582580659_306_19",100
"m2582580659","PWY-7176","UTP and CTP de novo biosynthesis","CTPSYN-RXN","m2582580659_282_15",100
"m2582580659","PWY-7176","UTP and CTP de novo biosynthesis","CTPSYN-RXN","m2582580659_142_10",100
"m2582580659","PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)","GDPMANDEHYDRA-RXN","m2582580659_309_28",100
"m2582580659","PWY-66","GDP-L-fucose biosynthesis I (from GDP-D-mannose)","1.1.1.271-RXN","m2582580659_309_27",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","PGLYCDEHYDROG-RXN","m2582580659_15_12",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","PSERTRANSAM-RXN","m2582580659_307_5",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","RXN0-5114","m2582580659_315_9",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","RXN0-5114","m2582580659_59_9",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","PSERTRANSAM-RXN","m2582580659_334_3",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","PGLYCDEHYDROG-RXN","m2582580659_305_11",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","RXN0-5114","m2582580659_182_0",100
"m2582580659","SERSYN-PWY","L-serine biosynthesis","PSERTRANSAM-RXN","m2582580659_223_4",100
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","IMPCYCLOHYDROLASE-RXN","m2582580659_162_0",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","AIRCARBOXY-RXN","m2582580659_151_2",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","AICARSYN-RXN","m2582580659_148_8",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","IMPCYCLOHYDROLASE-RXN","m2582580659_98_7",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","AICARSYN-RXN","m2582580659_246_5",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","SAICARSYN-RXN","m2582580659_56_8",80
"m2582580659","PWY-6124","inosine-5-phosphate biosynthesis II","AIRCARBOXY-RXN","m2582580659_151_3",80
"m2582580659","PWY-6019","pseudouridine degradation","PSEUDOURIDINE-KINASE-RXN","m2582580659_315_20",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_306_20",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_175_1",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_261_1",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_306_22",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_58_1",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_309_7",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_315_19",100
"m2582580659","PWY-6019","pseudouridine degradation","RXN0-5398","m2582580659_89_1",100
"m2582580659","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580659_318_0",100
"m2582580659","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYDRHAMEPIM-RXN","m2582580659_318_1",100
"m2582580659","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPDEHYRHAMREDUCT-RXN","m2582580659_193_5",100
"m2582580659","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCOSEPP-RXN","m2582580659_289_0",100
"m2582580659","DTDPRHAMSYN-PWY","dTDP-L-rhamnose biosynthesis I","DTDPGLUCDEHYDRAT-RXN","m2582580659_193_4",100
"m2582580659","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","AIRS-RXN","m2582580659_182_3",80
"m2582580659","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","PRPPAMIDOTRANS-RXN","m2582580659_184_2",80
"m2582580659","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GARTRANSFORMYL2-RXN","m2582580659_258_3",80
"m2582580659","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","FGAMSYN-RXN","m2582580659_308_10",80
"m2582580659","PWY-6122","5-aminoimidazole ribonucleotide biosynthesis II","GARTRANSFORMYL2-RXN","m2582580659_67_5",80
"m2582580659","PWY0-662","PRPP biosynthesis I","PRPPSYN-RXN","m2582580659_46_5",100
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","PEPDEPHOS-RXN","m2582580659_269_8",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","GAPOXNPHOSPHN-RXN","m2582580659_16_6",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","3PGAREARR-RXN","m2582580659_36_6",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","PHOSGLYPHOS-RXN","m2582580659_134_5",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","PEPDEPHOS-RXN","m2582580659_63_0",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","3PGAREARR-RXN","m2582580659_42_0",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","TRIOSEPISOMERIZATION-RXN","m2582580659_3_2",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","F16ALDOLASE-RXN","m2582580659_56_7",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","PEPDEPHOS-RXN","m2582580659_201_0",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","TRIOSEPISOMERIZATION-RXN","m2582580659_119_7",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","2.7.1.90-RXN","m2582580659_41_5",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","PEPDEPHOS-RXN","m2582580659_56_6",80
"m2582580659","PWY-1042","glycolysis IV (plant cytosol)","2PGADEHYDRAT-RXN","m2582580659_282_13",80
"m2582580659","PWY66-399","gluconeogenesis III","TRIOSEPISOMERIZATION-RXN","m2582580659_119_7",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","2PGADEHYDRAT-RXN","m2582580659_282_13",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","F16BDEPHOS-RXN","m2582580659_310_7",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","4.1.1.32-RXN","m2582580659_299_15",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","PYRUVATE-CARBOXYLASE-RXN","m2582580659_145_8",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","RXN-15513","m2582580659_42_0",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","TRIOSEPISOMERIZATION-RXN","m2582580659_3_2",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","PHOSGLYPHOS-RXN","m2582580659_134_5",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","PYRUVATE-CARBOXYLASE-RXN","m2582580659_153_0",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","F16ALDOLASE-RXN","m2582580659_56_7",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","MALATE-DEH-RXN","m2582580659_310_0",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","PGLUCISOM-RXN","m2582580659_119_28",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","RXN-15513","m2582580659_36_6",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","GAPOXNPHOSPHN-RXN","m2582580659_16_6",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","MALATE-DEH-RXN","m2582580659_73_6",91.6666666666667
"m2582580659","PWY66-399","gluconeogenesis III","PYRUVATE-CARBOXYLASE-RXN","m2582580659_239_0",91.6666666666667
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLORNDEACET-RXN","m2582580659_316_2",100
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLGLUTKIN-RXN","m2582580659_309_29",100
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLORNDEACET-RXN","m2582580659_224_3",100
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","N-ACETYLTRANSFER-RXN","m2582580659_311_14",100
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","N-ACETYLGLUTPREDUCT-RXN","m2582580659_219_2",100
"m2582580659","GLUTORN-PWY","L-ornithine biosynthesis I","ACETYLORNTRANSAM-RXN","m2582580659_105_5",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","HOMOSERINE-O-ACETYLTRANSFERASE-RXN","m2582580659_224_1",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","HOMOSERINE-O-ACETYLTRANSFERASE-RXN","m2582580659_224_2",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580659_288_9",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580659_184_1",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580659_77_1",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580659_288_10",100
"m2582580659","PWY-5344","L-homocysteine biosynthesis","ACETYLHOMOSER-CYS-RXN","m2582580659_39_8",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN0-280","m2582580659_188_3",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN0-280","m2582580659_96_0",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN0-280","m2582580659_351_5",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN-12444","m2582580659_272_7",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN-12444","m2582580659_351_2",100
"m2582580659","ALKANEMONOX-PWY","two-component alkanesulfonate monooxygenase","RXN-12444","m2582580659_188_0",100
"m2582580659","PWY-7346","UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)","UGD-RXN","m2582580659_280_6",100
"m2582580659","P483-PWY","phosphonoacetate degradation","3.11.1.2-RXN","m2582580659_52_6",100
"m2582580659","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_5",100
"m2582580659","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_4",100
"m2582580659","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_2",100
"m2582580659","PWY-5382","hydrogen oxidation II (aerobic, NAD)","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_3",100
"m2582580659","PHOSPHONOTASE-PWY","2-aminoethylphosphonate degradation I","ACETALD-DEHYDROG-RXN","m2582580659_36_23",100
"m2582580659","PHOSPHONOTASE-PWY","2-aminoethylphosphonate degradation I","PHOSPHONOACETALDEHYDE-HYDROLASE-RXN","m2582580659_330_1",100
"m2582580659","PHOSPHONOTASE-PWY","2-aminoethylphosphonate degradation I","2.6.1.37-RXN","m2582580659_52_5",100
"m2582580659","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_5",100
"m2582580659","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_2",100
"m2582580659","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_3",100
"m2582580659","PWY-6758","hydrogen production II","HYDROGEN-DEHYDROGENASE-RXN","m2582580659_145_4",100
"m2582580659","PWY0-461","L-lysine degradation I","LYSDECARBOX-RXN","m2582580659_50_2",100
"m2582580659","PWY0-461","L-lysine degradation I","LYSDECARBOX-RXN","m2582580659_166_8",100
"m2582580659","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","NAD-SYNTH-GLN-RXN","m2582580659_166_6",83.3333333333333
"m2582580659","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOLINATE-SYNTHA-RXN","m2582580659_40_20",83.3333333333333
"m2582580659","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","L-ASPARTATE-OXID-RXN","m2582580659_40_19",83.3333333333333
"m2582580659","PYRIDNUCSYN-PWY","NAD biosynthesis I (from aspartate)","QUINOPRIBOTRANS-RXN","m2582580659_40_21",83.3333333333333
"m2582580659","PWY-6964","ammonia assimilation cycle II","GLUTAMATE-SYNTHASE-FERREDOXIN-RXN","m2582580659_226_1",100
"m2582580659","PWY-6964","ammonia assimilation cycle II","GLUTAMINESYN-RXN","m2582580659_58_5",100
"m2582580659","PWY-6964","ammonia assimilation cycle II","GLUTAMINESYN-RXN","m2582580659_289_2",100
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","BRANCHED-CHAINAMINOTRANSFERLEU-RXN","m2582580659_163_34",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","METHYLGLUTACONYL-COA-HYDRATASE-RXN","m2582580659_276_12",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN","m2582580659_305_12",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN","m2582580659_123_5",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","METHYLCROTONYL-COA-CARBOXYLASE-RXN","m2582580659_305_9",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","METHYLCROTONYL-COA-CARBOXYLASE-RXN","m2582580659_305_10",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","RXN0-2301","m2582580659_4_0",83.3333333333333
"m2582580659","LEU-DEG2-PWY","L-leucine degradation I","RXN0-2301","m2582580659_31_1",83.3333333333333
"m2582580659","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580659_43_7",100
"m2582580659","PWY-7183","pyrimidine nucleobases salvage I","URACIL-PRIBOSYLTRANS-RXN","m2582580659_138_8",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_302_14",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_315_11",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_156_8",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_229_2",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","MALATE-DEH-RXN","m2582580659_310_0",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","MALATE-DEH-RXN","m2582580659_73_6",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_106_0",100
"m2582580659","MALATE-ASPARTATE-SHUTTLE-PWY","L-aspartate degradation II","ASPAMINOTRANS-RXN","m2582580659_7_1",100
"m2582580659","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580659_306_19",75
"m2582580659","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580659_153_5",75
"m2582580659","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580659_124_2",75
"m2582580659","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580659_143_0",75
"m2582580659","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580659_143_1",75
"m2582580659","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","CPM-KDOSYNTH-RXN","m2582580659_15_7",80
"m2582580659","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","KDO-8PPHOSPHAT-RXN","m2582580659_14_2",80
"m2582580659","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","DARAB5PISOM-RXN","m2582580659_14_3",80
"m2582580659","PWY-1269","CMP-3-deoxy-D-manno-octulosonate biosynthesis","KDO-8PSYNTH-RXN","m2582580659_282_14",80
"m2582580659","PWY-4984","urea cycle","ARGINASE-RXN","m2582580659_302_16",100
"m2582580659","PWY-4984","urea cycle","ORNCARBAMTRANSFER-RXN","m2582580659_105_6",100
"m2582580659","PWY-4984","urea cycle","ARGSUCCINSYN-RXN","m2582580659_310_25",100
"m2582580659","PWY-4984","urea cycle","RXN-13202","m2582580659_230_1",100
"m2582580659","PWY-4984","urea cycle","ARGSUCCINLYA-RXN","m2582580659_168_3",100
"m2582580659","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580659_124_2",75
"m2582580659","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580659_153_5",75
"m2582580659","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580659_306_19",75
"m2582580659","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580659_143_1",75
"m2582580659","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580659_143_0",75
"m2582580659","PWY0-541","cyclopropane fatty acid (CFA) biosynthesis","2.1.1.79-RXN","m2582580659_243_5",100
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","RXN0-5055","m2582580662_162_3",75
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","BIOTIN-CARBOXYL-RXN","m2582580662_162_2",75
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","RXN0-5055","m2582580662_163_29",75
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","BIOTINLIG-RXN","m2582580662_37_2",75
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","RXN0-5055","m2582580662_160_4",75
"m2582580662","PWY0-1264","biotin-carboxyl carrier protein assembly","RXN0-5055","m2582580662_124_4",75
"m2582580662","PWY-7343","UDP-glucose biosynthesis","GLUC1PURIDYLTRANS-RXN","m2582580662_145_0",100
"m2582580662","PWY-7343","UDP-glucose biosynthesis","PHOSPHOGLUCMUT-RXN","m2582580662_124_1",100
"m2582580662","GLYSYN-THR-PWY","glycine biosynthesis IV","THREONINE-ALDOLASE-RXN","m2582580662_168_49",100
"m2582580662","GLYSYN-THR-PWY","glycine biosynthesis IV","THREONINE-ALDOLASE-RXN","m2582580662_168_48",100
"m2582580662","PWY-6134","L-tyrosine biosynthesis IV","PHENYLALANINE-4-MONOOXYGENASE-RXN","m2582580662_168_3",100
"m2582580662","PWY-6134","L-tyrosine biosynthesis IV","PHENYLALANINE-4-MONOOXYGENASE-RXN","m2582580662_168_2",100
"m2582580662","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580662_90_5",100
"m2582580662","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580662_95_3",100
"m2582580662","ASPARAGINE-BIOSYNTHESIS","L-asparagine biosynthesis I","ASNSYNB-RXN","m2582580662_90_6",100
"m2582580662","PWY-7221","guanosine ribonucleotides de novo biosynthesis","IMP-DEHYDROG-RXN","m2582580662_3_6",75
"m2582580662","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GUANYL-KIN-RXN","m2582580662_163_1",75
"m2582580662","PWY-7221","guanosine ribonucleotides de novo biosynthesis","GDPKIN-RXN","m2582580662_75_58",75
"m2582580662","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580662_51_2",100
"m2582580662","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580662_51_5",100
"m2582580662","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580662_90_6",100
"m2582580662","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580662_95_3",100
"m2582580662","GLUTAMINDEG-PWY","L-glutamine degradation I","GLUTAMIN-RXN","m2582580662_90_5",100
"m2582580662","PWY-6756","S-methyl-5-thioadenosine degradation II","5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN","m2582580662_63_8",100
"m2582580662","PWY-5097","L-lysine biosynthesis VI","DIAMINOPIMEPIM-RXN","m2582580662_12_8",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","RXN-14014","m2582580662_135_13",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","DIAMINOPIMDECARB-RXN","m2582580662_61_14",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","ASPARTATEKIN-RXN","m2582580662_166_11",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","ASPARTATEKIN-RXN","m2582580662_7_3",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","DIHYDRODIPICSYN-RXN","m2582580662_7_1",85.7142857142857
"m2582580662","PWY-5097","L-lysine biosynthesis VI","ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN","m2582580662_7_4",85.7142857142857
"m2582580662","NADPHOS-DEPHOS-PWY-1","NAD phosphorylation and transhydrogenation","TRANS-RXN0-277","m2582580662_97_2",100
"m2582580662","NADPHOS-DEPHOS-PWY-1","NAD phosphorylation and transhydrogenation","NAD-KIN-RXN","m2582580662_131_5",100
"m2582580662","ALANINE-SYN2-PWY","L-alanine biosynthesis II","ALANINE-AMINOTRANSFERASE-RXN","m2582580662_67_26",100
"m2582580662","PWY-7205","CMP phosphorylation","RXN-11832","m2582580662_160_21",100
"m2582580662","PWY-7205","CMP phosphorylation","CDPKIN-RXN","m2582580662_75_58",100
"m2582580662","ALANINE-DEG3-PWY","L-alanine degradation III","ALANINE-AMINOTRANSFERASE-RXN","m2582580662_67_26",100
"m2582580662","PWY-5493","reductive monocarboxylic acid cycle","PYRUFLAVREDUCT-RXN","m2582580662_169_70",100
"m2582580662","PWY-5493","reductive monocarboxylic acid cycle","PYRUVFORMLY-RXN","m2582580662_138_12",100
"m2582580662","PWY-5493","reductive monocarboxylic acid cycle","PYRUFLAVREDUCT-RXN","m2582580662_131_4",100
"m2582580662","GLNSYN-PWY","L-glutamine biosynthesis I","GLUTAMINESYN-RXN","m2582580662_105_7",100
"m2582580662","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTDPKIN-RXN","m2582580662_75_58",100
"m2582580662","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580662_136_15",100
"m2582580662","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","RXN-7913","m2582580662_160_21",100
"m2582580662","PWY-7197","pyrimidine deoxyribonucleotide phosphorylation","DTMPKI-RXN","m2582580662_136_16",100
"m2582580662","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","DGDPKIN-RXN","m2582580662_75_58",75
"m2582580662","PWY-7222","guanosine deoxyribonucleotides de novo biosynthesis II","GDPREDUCT-RXN","m2582580662_117_0",75
"m2582580662","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","ADPREDUCT-RXN","m2582580662_117_0",75
"m2582580662","PWY-7220","adenosine deoxyribonucleotides de novo biosynthesis II","DADPKIN-RXN","m2582580662_75_58",75
"m2582580662","PWY-5981","CDP-diacylglycerol biosynthesis III","GLYC3PDEHYDROGBIOSYN-RXN","m2582580662_159_2",80
"m2582580662","PWY-5981","CDP-diacylglycerol biosynthesis III","1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN","m2582580662_73_6",80
"m2582580662","PWY-5981","CDP-diacylglycerol biosynthesis III","CDPDIGLYSYN-RXN","m2582580662_6_1",80
"m2582580662","PWY-5981","CDP-diacylglycerol biosynthesis III","1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN","m2582580662_100_7",80
"m2582580662","PWY-5981","CDP-diacylglycerol biosynthesis III","RXN-9591","m2582580662_159_3",80
"m2582580662","BSUBPOLYAMSYN-PWY","spermidine biosynthesis I","SPERMIDINESYN-RXN","m2582580662_146_1",100
"m2582580662","BSUBPOLYAMSYN-PWY","spermidine biosynthesis I","SAMDECARB-RXN","m2582580662_75_11",100
"m2582580662","PWY-5122","geranyl diphosphate biosynthesis","GPPSYN-RXN","m2582580662_77_3",100
"m2582580662","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580662_32_5",100
"m2582580662","PWY0-1313","acetate conversion to acetyl-CoA","ACETATE--COA-LIGASE-RXN","m2582580662_68_42",100
"m2582580662","PWY-6268","adenosylcobalamin salvage from cobalamin","COBALADENOSYLTRANS-RXN","m2582580662_116_9",100
"m2582580662","PWY-5148","acyl-CoA hydrolysis","THIOESTER-RXN","m2582580662_71_5",100
"m2582580662","PWY-5143","long-chain fatty acid activation","RXN-7904","m2582580662_166_49",100
"m2582580662","PWY-6028","acetoin degradation","RXN-9718","m2582580662_139_5",100
"m2582580662","PWY-5350","thiosulfate disproportionation III (rhodanese)","THIOSULFATE-SULFURTRANSFERASE-RXN","m2582580662_183_4",100
"m2582580662","PWY0-662","PRPP biosynthesis I","PRPPSYN-RXN","m2582580662_113_6",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580662_149_4",100
"m2582580662","PWY-4302","aerobic respiration III (alternative oxidase pathway)","NADH-DEHYDROG-A-RXN","m2582580662_166_24",100
