IMGOID,GenomeName,Lake,Taxonomy(README),Taxonomy(GoogleDrive),Genome_Size,Est_Completeness,Genomess_w_>95%_ANI,Carbon_Metapathways,Carbon_IMG,Nitrogen_Meta,Nitrogen_IMG,Sulfur_Meta,Sulfur_IMG,Transporters,Annual_Trend,Motility,Other,,,Operon_check
2593339177,TH00941v2,TH,Proteobacteria;Betaproteobacteria;Burkholderiales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;BURKHOLDERIALES;BURKHOLDERIACEAE,1496525,57.24,2582580620,"citrate, ethanol, propanoyl-CoA, formate","chitobiose, MurNAc, glycolate, glycerate, tartrate","urea_cycle, putrescine_biosynthesis, canavanine_biosynthesis","ammonia_assimilation, nitrite reductase, nitrate reductase, nitroalkane","thiosulfate, sulfide_oxidation","thiosulfate, sulfur_oxidation (SOX)","branched amino, amino acid/amide, heme, LPS export, microcin C, molybdate, nitrate/nitrite, paraquat-inducible, phospholipid/cholesterol, tungstate",,chemotaxis (purine?),Oxidative phosphorylation,,,
2582580674,TH03415,TH,Proteobacteria;Betaproteobacteria;Gallionellales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;GALLIONELLALES;GALLIONELLACEAE,2657023,97.16,none,"lactose, thioadenosine, mannose","formate, MurNAc, chitobiose, fructose, glucose, cellulose degradation and biosynthesis, starch/glycogen, maltose",,"ammonia_assimilation, nitrilase, partial denitrification","thiosulfate, sulfite_oxidation, sulfide_oxidation","sulfate_red_ass, sulfate_red_dis, sulfur oxidation (SOX), trithionate","amino acid/amide, fructose, heme, LPS export, lipoprotein release, molybdate, phosphate, phospholipid, phosphonate, ribose, sulfate",,some chemotaxis,Oxidative phosphorylation,,,
2582580712,TH00953,TH,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1556854,93.3,none,"citrate, thioadenosine, ethanol, methanol, formaldehyde, formate","methanol, formaldehyde, formate, chitobiose, MurNaC, glucose, starch/glycogen","urea_cycle, canavanine_biosynthesis","ammonia_assimilation, nitrile","thiosulfate, sulfate_red_ass","sulfate_red_ass, partial sulfate oxidation","LPS export, permease, lipoprotein release, molybdate, peptide/nickel, phosphate, phospholipid/cholesterol, sulfate",,,Oxidative phosphorylation,,,
2593339176,TH00545v2,TH,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1431993,89.68,2582580623,lactose,"methanol, formaldehyde, formate, chitobiose, glucose, glycolate, starch/glycogen, maltose","urea_cycle, canavanine_biosynthesis","ammonia_assimilation, nitrile",,"sulfate_red_ass, partial sulfur oxidation","LPS export, lipoprotein release, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, sulfate",,,Oxidative phosphorylation,,,
2582580623,TE02167,TE,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1423270,87.89,2593339176,lactose,"methanol, formaldehyde, formate, chitobiose, glucose, starch/glycogen, maltose","urea_cycle, canavanine_biosynthesis","ammonia_assimilation, nitrile",,"partial sulfate_red_ass, partial sulfur_oxidation (SOX)","LPS export, lipoprotein release, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, sulfate",,,Oxidative phosphorylation,,,
2582580649,TE00913,TE,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,942700,76.06,2593339182,"thioadenosine, methanol, formaldehyde, formate","MurNAc, chitobiose, fructose, methanol, formate",canavanine_biosynthesis,nitrilase,,partial sulfur oxidation,"LPS export, phosphate, lipoprotein-release, phospholipid/cholesterol",,,Oxidative phosphorylation,,,
2582580561,ME03080,ME,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1320940,68.97,none,"citrate, thioadenosine, ethanol, methanol, formaldehyde, formate, glycogen/starch, glycolate, maltose, chitobiose, glucose",methanol,"urea_cycle, canavine_biosynthesis",ammonia_assimilation,"thiosulfate, sulfate_red_ass","sulfate_red_ass, some sulfur oxidation","heme, LPS export, lipoprotein release, oligopeptide, phosphate, phospholipid/cholesterol, putrescine",,,Oxidative phosphorylation,,,
2593339182,TH02902v2,TH,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1002927,62.07,2582580649,,"methanol, formate, chitobiose, fructose, glucose",,nitrilase,,partial sulfur oxidation (SOX),"LPS export, lipoprotein release, phosphate, phospholipid, phospholipid/cholesterol",,,Oxidative phosphorylation,,,
2582580598,ME00068,ME,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,593228,50.67,none,"thioadenosine, formate",UDP-NAG,,,,"one sulfate_red_ass gene, sulfate oxidation (partial)","LPS export, phospholipid/cholesterol",,,Oxidative phosphorylation,,,
2593339192,TH01381,TH,Proteobacteria;Betaproteobacteria;Methylophilales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;METHYLOPHILALES;METHYLOPHILACEAE,1077715,50,none,lactose,"methanol, formaldehyde, formate, MurNAc, chitobiose, glycolate, starch/glycogen","urea_cycle, canavanine_biosynthesis",ammonia_assimilation,,,"LPS export, oligopeptide, phosphate, phospholipid, phospholipid/cholesterol, putrescine",,,Oxidative phosphorylation,,,
2593339187,TE00439v2,TE,Proteobacteria;Betaproteobacteria;Nitrosomonadales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;NITROSOMONADALES,996711,67.67,none,"ethanol, methanol","carbon fixation (RuBisCo), methanol, formate, acetate, MurNac, chitobiose, glycolate",,"ammonia_assimilation, nitrilase, nitronate monooxygenase","thiosulfate, sulfide_oxidation","thiosulfate, partial sulfur oxidation (SOX)","branched amino, heme, LPS export, lipoprotein release, phosphate, phospholipid/cholesterol, type IV secretion",,two flagellum proteins,Oxidative phosphorylation,,,
2582580556,ME28789,ME,Proteobacteria;Betaproteobacteria;Rhodocyclales;;;,PROTEOBACTERIA;BETAPROTEOBACTERIA;RHODOCYCLALES;RHODOCYCLACEAE,2829293,80.42,none,"citrate, thioadenosine, mannose, ethanol, propanoyl-CoA, glutaryl-CoA, formaldehyde, formate,","carbon fixation (RuBisCo), formaldehyde, acetate, benzoate, fructose, glucose, glycolate, starch/glycogen","urea_cycle, ammonia_assimilation, spermidine_biosynthesis, canavanine_biosynthesis","ammonia_assimilation, diss_nitrate_red, some denitrification proteins","thiosulfate, sulfate_red_ass, sulfide_oxidation, sulfite_oxidation","sulfate_ass_red, sulfate_diss_red, sulfate oxidation","glutamate, amino acid/amide, branched aminos, carbohydrate, glutamate/aspartate, heme, phosphate, lipoprotein release, phsopholipd/cholesterol, g3p, spermidine/putrescine, tungstate, type I secretion transporter, ",,"chemotaxis (air?), flagellum, type III secretion",Oxidative phosphorylation,,,
2582580516,ME10873,ME,Proteobacteria;Deltaproteobacteria;[Blank];;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA,2235809,90.09,none,"thioadenosine, mannose","fructose, glycogen",spermidine_biosynthesis,ammonia_assimilation,,,"lipooligosaccharide, LPS export, osmoprotectant, phosphate, phospholipid/chloresterol",,Flagellum (type III secretion),,,,
2582580699,TH05737,TH,Proteobacteria;Deltaproteobacteria;Bdellovibrionales;;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA;BDELLOVIBRIONALES,1679340,81.36,2582580624,,"chitobiose, MurNAc",putrescine_biosynthesis,ammonia_assimilation,,,"LPS export, lipoprotein release, oligopeptide, phospholipid/cholesterol",,"a few chemotaxis proteins, flagellum",Oxidative phosphorylation,,,
2582580624,TE02443,TE,Proteobacteria;Deltaproteobacteria;Bdellovibrionales;;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA;BDELLOVIBRIONALES;BACTERIOVORACACEAE,1640808,75.17,2582580699,,chitobiose,putrescine_biosynthesis,ammonia_assimilation,,,"LPS export, lipoprotein release, oligopeptide, phospholipid/cholesterol",,"chemotaxis, flagellum",Oxidative phosphorylation,,,
2593339183,TH02922v2,TH,Proteobacteria;Deltaproteobacteria;Desulfobacterales;;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA;DESULFOBACTERALES;DESULFOBULBACEAE,3798404,93.36,none,"citrate, mannose","chitobiose, MurNAc, glucose, glycolate, 1,3-B-glucan, glucoside, cellobiose, starch/glycogen, maltose, trehalose",urea_cycle,"nitrogen fixation, ammonia_assimilation, hydroxylamine, one nitrite reductase",,"sulfate_red_dis, thiosulfate, trithioniate","amino acid/amide, branched amino, cobalt/nickel, iron, LPS transport, microcin C, molybdate, phosphate, phospholipid, phospholipid/cholesterol, phosphonate, hydroxymethylpyrmidine, tungstate, zinc, type VI secretion",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,n.fix
2582580684,TH00433,TH,Proteobacteria;Deltaproteobacteria;Desulfobacterales;;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA;DESULFOBACTERALES;DESULFOBULBACEAE,3073408,77.19,none,,"chitobiose, MurNAc, glucose, glycolate, 1,3-B-glucan, glucoside, cellobiose, starch/glycogen, maltose, trehalose ",,"nitrate reduction, nitrogen fixation, ammonia_assimilation, hydroxylamine reductase",thiosulfate,"sulfate_red_dis, trithionate","branched amino, amino acid/amide, cobalt/nickel, L-amino, iron, LPS export, lipoprotein release, microcin C, multiple sugar, molybdate, phosphate, phospholipid/cholesterol, phosphonate, tungstate",,"chemotaxis, flagellum",Oxidative phosphorylation,,,n.fix
2582580689,TH04645,TH,Proteobacteria;Deltaproteobacteria;Desulfuromonadales;;;,PROTEOBACTERIA;DELTAPROTEOBACTERIA;DESULFUROMONADALES;GEOBACTERACEAE,5793761,88.42,none,"thioadenosine, mannose","partial Wood-Ljungdahl, acetate, formaldehyde, formate, chitobiose, glucose, tartrate, glycolate, glycerate, cellulose, galacturonate, starch/glycogen, dextrin, trehalose, maltose","urea_cycle, nitrogen_fixation, canavanine_biosynthesis","nitrate_red_dis, partial denitrification, nitrogen fixation, ammonia_assimilation",thiosulfate,"sulfate_red_ass, thiosulfate","branched amino, polysaccharide/polyol phosphate export, cobalt, permease, zinc, amino acid/amide, cobalamin, cobalt/nickel, LPS export, lipoprotein release, macrolide, molybdate, molybdenum, phosphate, phospholipid/cholesterol, sulfate, tungstate, zinc, type II secretion, type VI secretion",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,n.fix
2582580654,TH01998,TH,Proteobacteria;Epsilonproteobacteria;Campylobacterales;;;,PROTEOBACTERIA;EPSILONPROTEOBACTERIA;CAMPYLOBACTERALES;HELICOBACTERACEAE,2301184,98.33,none,"citrate, mannose, ethanol, reductive TCA","carbon fixation (reductive TCA), formate, glucose, NAG, glycolate, starch/glycogen","urea_cycle, nitrogen_fixation, putrescine_biosynthesis, spermidine_biosynthesis, spermidine_biosynthesis, canavanine_biosynthesis","ammonia_assimlation, nitrate_red_ass, 3/4 denitrification, nitrogen fixation, partial nitrate_red_ass","sulfide_oxidation, sulfite_oxidation","sulfate_red_ass, sulfate oxidation (SOX), thiosulfate","LPS export, molybdate, phosphate, phospholipid/cholesterol, zinc",,"chemotaxis, flagellum",Oxidative phosphorylation,,,n.fix
2593339193,TE02668v2,TE,Proteobacteria;Gammaproteobacteria;[Blank];;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA,1258960,37.24,none,mannose,"partial Wood-Ljungdahl, chitobiose, glycolate, xylose, glucoside, cellobiose, cellulose",,ammonia_assimilation,,sulfur oxidation (SOX),"carbohydrate, glycine betaine/proline, heme, lipoprotein release, molybdate, osmoprotectant, phosphate, phospholipid/cholesterol, phospholipid, putrescine, sodium, spermidine/putrescine",,chemotaxis (purine?),Oxidative phosphorylation,,,
2582580686,TH04491,TH,Proteobacteria;Gammaproteobacteria;Legionellales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;LEGIONELLALES;COXIELLACEAE,1738602,81.79,none,"mannose, malate","chitobiose, fructose, starch/glycogen, trehalose",,ammonia_assimilation,,,"peptidase, arginine, biotin, LPS export, lipoprotein release, macrolide, phospholipid/cholesterol, putative hydroxymethylpyrimidine, spermidine/putrescine, type IV secretion",,,Oxidative phosphorylation,,,
2582580677,TH03552,TH,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,2227372,97.22,none,"citrate, fructose","methane, methanol, formate, chitobiose, fructose, glucose, glycolate, glucoside, 1,3-B-glucan, cellobiose, galacturonate, maltose, starch/glycogen, trehalose",nitrogen_fixation,"nitrogen_fixation, ammonia_assimilation, nitrite reductase, nitrate reductase",thiosulfate,"sulfate_red_ass, alkane_sulfonate, methanesulfonate, thiosulfate","heme, LPS export, lipoprotein release, molybdate, nitrate/nitrite, phosphate, phospholipid/cholesterol, sulfate, sulfonate, urea",,,Oxidative phosphorylation,,,n.fix
2593339178,TH02062v2,TH,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,3124798,94.05,2582580615,"citrate, fructose, methanol","methane, methanol, formaldehyde, formate, chitobiose, MurNAc, fructose, glycolate, cellobiose, glucoside, 1,3-B-glucan, starch/glycogen, maltose",ammonia_assimilation,"ammonia_assimilation, nitrogen_fixation, nitrous oxide reductase, one nitrate reductase",thiosulfate,"sulfate_red_ass, thiosulfate, alkanesulfonate, methanesulfonate","heme, LPS export, lipoprotein release, molybdate, nitrate/nitrite, phosphate, phospholipid/cholesterol, sulfate, sulfonate, urea",,,Oxidative phosphorylation,,,n.fix
2582580639,TE05136,TE,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,2778362,91.73,2593339191,"citrate, methanol","methane, methanol, formate, chitobiose, glucose, 1-3-beta-glucan, glucoside, cellobiose, galacturonate, starch/glycogen, maltose",,"partial nitrate reduction both ass and dis, denitrification, nitrification",thiosulfate,"sulfate_red_ass, thiosulfate","heme, LPS export, lipoprotein release, molybdate, phosphate, phospholipid/cholesterol, phosphonate, sulfate",,"chemotaxis, flagellum",Oxidative phosphorylation,,,
2582580566,ME03293,ME,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,2331128,77.19,none,"thioadenosine, ethanol, methane, methanol, formaldehyde","acetate, two carotenoid genes, methane, formaldehyde assimilation via serine cycle, chitobiose, glucose, glycolate, cellobiose, starch/glycogen","urea_cycle, putrescine_biosynthesis, canavanine_biosynthesis, spermidine_biosynthesis","ammonia_assimilation, nitric oxide reductase","thiosulfate, sulfate_red_ass",sulfate_red_ass,"branched amino, amino acid/amide, heme exort, LPS export, lipoprotein release, molybdate, phosphate, phospholipid, sulfate, urea, type II secretion",,"chemotaxis (serine?), flagellum with type III secretion",Oxidative phosphorylation,,,
2582580615,TE01149,TE,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,2573146,74.56,2593339178,"citrate, mannose, fructose, malate, methane, methanol, formate","methane, methanol, formate, glucose, galacturonate, glucoside, cellobiose, starch/glycogen, maltose, trehalose","urea_cycle, putrescine_biosynthesis, spermidine_biosynthesis, canavanine_biosynthesis","partial nitrate_red_dis, hydroxylamine synthesis, nitrile, ammonia_assimilation","thiosulfate, sulfate_red_ass, sulfite_oxidation, sulfide_oxidation","sulfate_red_ass, alkanesulfonate, methanesulfonate","heme, LPS export, lipoprotein release, molybdate, nitrate/nitrite, phosphate, phospholipid/cholesterol, sulfate, sulfonate, urea",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,
2582580646,TE08031,TE,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,1642485,72.81,none,"citrate, thioadenosine, mannose, fructose, methane, methanol, formaldehyde","one carotenoid gene, methane, methanol, formeldehyde, formate, chitobiose, MurNAc, glucose, galacturonate, 1-3-beta-glucan, trehalose, starch/glycogen",spermidine_biosynthesis,ammonia_assimilation,"thiosulfate, sulfate_red_ass","sulfate_red_ass, ","heme, capsular polysaccharide, LPS export, phosphate, phospholipid/cholesterol, sulfate",,,Oxidative phosphorylation,,,n.fix
2593339191,TH01380,TH,Proteobacteria;Gammaproteobacteria;Methylococcales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;METHYLOCOCCALES;METHYLOCOCCACEAE,2299825,69.3,2582580639,"citrate, melibiose, fructose, methanol","methanol, formaldehyde, formate, MurNAC, chitobiose, glucose, galacturonate, 1,3-B-glucan, glucoside, cellobiose, starch/glycogen, trehalose, maltose",,nitrilase,thiosulfate,"sulfate_red_ass, thiosulfate","heme, LPS export, lipoprotein release, molybdate, molybdenum, phosphate, phospholipid/cholesterol, phosphonate, sulfate",,"chemotaxis (purine?), flagellum",Oxidative phosphorylation,,,
2582580701,TH06070,TH,Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;PSEUDOMONADALES;PSEUDOMONADACEAE,878995,79.65,none,,,,ammonia_assimilation,,,,,,Oxidative phosphorylation,,,
2582580609,ME09104,ME,Proteobacteria;Gammaproteobacteria;Xanthomonadales;;;,PROTEOBACTERIA;GAMMAPROTEOBACTERIA;XANTHOMONADALES,2143680,84.6,none,"citrate, acetoin","two carotenoid genes, formate, chitobiose, glucose, starch/glycogen",,ammonia_assimilation,partial sulfate_red_ass,"chemotaxis, flagellum","cobalt/nickel, iron, iron(III), LPS export, lipoprotein release, microcin C, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, putrescine",,,Oxidative phosphorylation,,,
2582580612,ME09351,ME,Tenericutes;[Blank];[Blank];;;,TENERICUTES,799895,68.12,none,,"fructose, glucose, rhamnulose, alpha galactosidase, cellulose, cellobiose, trehalose, starch/glycogen, galacturonate",spermidine_biosynthesis,,thiosulfate,"chemotaxis (monosaccharide, purine, ribose?), some flagellum proteins",,,,Oxidative phosphorylation,,,
2582580514,ME10417,ME,Tenericutes;Mollicutes;Mycoplasmatales;;;,TENERICUTES;MOLLICUTES;MYCOPLASMATALES,852268,83.91,none,salicylate,"fructose, maltose, cellubiose",,ammonia_assimilation,,,"carbohydrate, iron (III), multiple sugar transporter, phosphate, spermidine/putrescine, zinc, ",,,No TCA cycle enzymes identified - pyruvate based metabolism?,,,
2582580523,ME12612,ME,Verrucomicrobia;[Blank];[Blank];;;,VERRUCOMICROBIA,2234628,82.86,none,"thioadenosine, mannose, ethanol, xylose","rhamnose, fructose, galactose, Lots of glucan and amylase related enzymes","urea_cycle, canavine_biosynthesis","ammonia_assimilation, transport for nitrate/nitrite but no pathway","thiosulfate, sulfate_red_ass",sulfate_red_ass,"iron(III), LPS export, manganese/iron, microcin C, oligopeptide, peptide/nickel, phosphate, spermidine/putrescine",,,"Non-melavonate terpenoid biosynthesis, oxidative phosphorylation, type II secretion",,,
2582580559,ME30509,ME,Verrucomicrobia;[Blank];[Blank];;;,VERRUCOMICROBIA,1236889,55.47,none,"thioadenosine, melibiose, xylose, acetoin",,"cellulose degradation, cellobiose","ammonia_assimilation, hydroxylamine reductase",,sufate_red_ass,"cobalt/nickel, iron (III), LPS export, lipoprotein release, microcin C, phosphate, phospholipid/cholesterol, ribose",,,,,,
2582580616,TE01301,TE,Verrucomicrobia;Opitutae;[Blank];;;,VERRUCOMICROBIA;OPITUTAE,2036179,95.3,none,,"chitobiose, glucose, rhamnulose, glycolate, cellulose, starch/glycogen, maltose, pectin","urea_cycle, spermidine_biosynthesis",ammonia_assimilation,,sulfate_red_ass,"amino acid/amide, extracellular solute, inositol, iron, iron(III), LPS export, lipoprotein, microcin C, oligopeptide, peptide/nickel, phosphate, phospholipid/cholesterol, xylitol, urea, zinc",,,Oxidative phosphorylation,,,
2593339189,TE01800v2,TE,Verrucomicrobia;Opitutae;[Blank];;;,VERRUCOMICROBIA;OPITUTAE,2186907,89.53,2593339181,"NAG, mannose, melibiose, xylose, galactose","chitobiose, glucose, galactose, rhamnulose, raffinose, stachyose, manninotriose, melibiose, glycolate, galacturonate, cellobiose, starch/glycogen, maltose, pectin, pectate",,"ammonia_assimilation, nitronate monooxygenase",,"one sulfite reductase, thiosulfate","xylose, carbohydrate, iron, iron(III), LPS export, lipoprotein release, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, sulfate, xylose",,,Oxidative phosphorylation,,,
2582580688,TH04590,TH,Verrucomicrobia;Opitutae;[Blank];;;,VERRUCOMICROBIA;OPITUTAE,3289830,88.67,none,"NAG, mannose, melibiose, xylose, acetoin, galactose","chitobiose, glucose, galactose, sorbose, sorbitol, rhamnose, rhamnulose, raffinose/stachyose/manninotriose, melibiose, tartrate, glycolate, trehalose, galacturonate,  cellulose, starch/glycogen, maltose",,"nitrate reduction, ammonia_assimilation",thiosulfate,"sulfate_red_ass, trithionate","branched amino, MacB-like domain, NAG, amino acid/amide, carbohydrate, cobalt/nickel, extracellular, iron, iron (III), lactose/arabinose, LPS export, lipoprotein release, molybdate, monosaccharide, multiple sugar, oligopeptide, phosphate, phospholipid/cholesterol, raffinose/stachyose/melibiose, sodium, xylose, type IV secretion",,,Oxidative phosphorylation,,,
2582580546,ME02014,ME,Verrucomicrobia;Opitutae;[Blank];;;,VERRUCOMICROBIA;OPITUTAE,1851081,80.4,none,"NAG, xylose","glycolate, UDP-NAG, glucose, fructose, cellobiose","urea_cycle, putrescine_biosynthesis, spermidine_biosynthesis, canavanine_biosynthesis",ammonia_assimilation,,,"inositol, LPS export, iron, irno (III), maltose/maltodextrin, microcin C, monosaccharide, oligopeptide, phosphate, phospholipid/cholesterol, zinc/manganese, type II secretion (partial)",,,Oxidative phosphorylation,,,
2593339181,TH02519v2,TH,Verrucomicrobia;Opitutae;[Blank];;;,VERRUCOMICROBIA;OPITUTAE,1808963,71.73,2593339189,"NAG, mannose, melibiose, xylose","chitobiose, glucose, rhamnose, rhamnulose, lactose, galactan, raffinose, stachyose, manninotriose, melibiose, glucoside, cellobiose, starch/glycogen, maltose",,ammonia_assimilation,,"tetrathionate, one sulfite reductase, extracellular sulfate transport","xylose, iron, iron(III), LPS export, lipoprotein release, molybdate, oligopeptide, phosphate, phospholipid/cholesterol, sulfate, xylose",,,Oxidative phosphorylation,,,
2582580524,ME12657,ME,Verrucomicrobia;Opitutae;Puniceicoccales;;;,VERRUCOMICROBIA;OPITUTAE;PUNICEICOCCALES;PUNICEICOCCACEAE,1945716,80.08,none,xylose,"chitobiose, glucose, complete cellulose degradation!","urea_cycle, canavine_biosynthesis, putrescine_biosynthesis, spermidine_biosynthesis",ammonia_assimilation,sulfate_red_ass,sulfate_red_ass,"inositol, iron, iron(III), LPS export, lipoprotein release, manganese/iron, microcin C, monosaccharide, oligopeptide, phosphate, phospolipid/cholesterol, some type II secretion genes",,,"Non-melavonate terpenoid biosynthesis, oxidative phosphorylation",,,
2582580607,ME08366,ME,Verrucomicrobia;Spartobacteria;[Blank];;;,VERRUCOMICROBIA;SPARTOBACTERIA,3551150,84.72,none,"thioadenosine, mannose, ethanol, xylose, formate","chitin, chitobiose, MurNAc, glucose, rhamnulose, galactose, glycolate, glycerate, cellulose, starch/glycogen, maltose",canavanine_biosynthesis,ammonia_assimilation,sulfate_red_ass,sulfate_red_ass,"zinc, amino acid/amide, carbohydrate, iron, iron (III), LPS export, lipoprotein release, manganese/iron, molybdate, monosaccharide, oligopeptide, peptide/nickel, phosphate, phospholipid/cholesterol",,,Oxidative phosphorylation,,,
2582580668,TH03004,TH,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,VERRUCOMICROBIA;VERRUCOMICROBIAE;VERRUCOMICROBIALES;VERRUCOMICROBIA SUBDIVISION 3,4497082,93.29,none,"NAG, lactose, thioadenosine, mannose, melibiose, xylose, frucuturonate, arabinose, chitobiose, glucose, fructose, arabinose, fucose, fuculose, rhamnose, rhamnulose, galactose, stachyose, raffinose, manninotriose, melibiose, glycolate, xylan, pectin, galacturonate, glucoside, cellulose, cellobiose, starch/glycogen maltose",,"urea_cycle, putrescine_biosynthesis, canavanine_biosynthesis","ammonia_assimilation, nitric oxide reductase, nitroalkane","thiosulfate, sulfate_red_ass","sulfate_red_ass, tetrathionate","amino acid/amide, cobalt/nickel, LPS export, lipoprotein release, manganese/iron, monosaccharide, phosphate, phospholipid/cholesterol, ribose, sulfate, zinc, type II or type IV secretion",,one chemotaxis protein,Oxidative phosphorylation,,,
2582580665,TH02747,TH,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,VERRUCOMICROBIA;VERRUCOMICROBIAE;VERRUCOMICROBIALES;VERRUCOMICROBIA SUBDIVISION 3,5159489,92.82,none,"lactose, thioadenosine, mannose, ethanol, melibiose, xylose, fructuronate, arabinose, galactose, fucose, stachyose, partial Wood-Ljungdahl, chitobiose, fructose, glucose, fucose, fuculose, rhamnose, rhamnulose, galactose, sucrose, raffinose, stachyose, manninotriose, melibiose, glycolate, xylan, glucoside, cellulose, cellobiose, starch/glycogen, galacturonate, maltose",,"urea_cycle, nitrogen_cycle, putrescine_biosynthesis, canavanine_biosynthesis","nitrogen fixation, ammonia_assimilation, nitric oxide reductase","thiosulfate, tetrathionate_reduction","sulfate_red_ass, tetrathionate","branched amino, permease, amino acid/amide, iron, LPS export, lipoprotein release, molybdate, monosaccharide, oligopeptide, peptide/nickel, phosphate, phospholipid/cholesterol, ribose, sulfate, tungstate, type IV secretion",,one chemotaxis protein,Oxidative phosphorylation,,,n.fix
2582580638,TE04605,TE,Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;;;,VERRUCOMICROBIA;VERRUCOMICROBIAE;VERRUCOMICROBIALES;VERRUCOMICROBIACEAE,4671051,92.3,none,"thioadenosine, mannose, xylose, formate","chitobiose, fructose, glucose, galactose, raffinose, stachyose, melibiose, glycolate, cellulose, starch/glycogen, maltose, pectin","urea_cycle, canavanine_biosyntheis","ammonia_assimilation, nitrate_red_ass",thiosulfate,"sulfate_red_ass, alkane sulfonate, methane sulfonate","iron, iron(III), LPS export, lipoprotein release, microcin C, molybdate, nitrate/nitrite, oligopeptide, peptide/nickel, phosphate, phospholipid/cholesterol, ribose, spermidine/putrescine, sulfate, xylose, zinc",,,Oxidative phosphorylation,,,
