SAMPLE	PWY_NAME	PWY_COMMON_NAME	NUM_REACTIONS	NUM_COVERED_REACTIONS	ORF_COUNT
m2582580702	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	4
m2582580702	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	2	2
m2582580702	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580702	PWY-6788	cellulose degradation II (fungi)	3	2	35
m2582580702	PWY-7092	neolinustatin bioactivation	3	2	17
m2582580702	PWY-6613	"tetrahydrofolate salvage from 5,10-methenyltetrahydrofolate"	2	1	1
m2582580702	TYRFUMCAT-PWY	L-tyrosine degradation I	5	1	1
m2582580702	PWY-6932	selenate reduction	5	1	2
m2582580702	PWY0-1301	melibiose degradation	1	1	6
m2582580702	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	4
m2582580702	PWY-5097	L-lysine biosynthesis VI	7	7	11
m2582580702	PWY-7581	N-acetylneuraminate and N-acetylmannosamine degradation II	2	1	2
m2582580702	PWY-6816	agarose degradation	2	1	1
m2582580702	PWY-6683	sulfate reduction III (assimilatory)	3	3	5
m2582580702	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	4	5
m2582580702	CRNFORCAT-PWY	creatinine degradation I	4	1	2
m2582580702	PWY-6815	porphyran degradation	6	2	1
m2582580702	PLPSAL-PWY	pyridoxal 5-phosphate salvage I	5	5	2
m2582580702	FAO-PWY	fatty acid beta-oxidation I	7	2	7
m2582580702	PWY-6303	methyl indole-3-acetate interconversion	2	1	5
m2582580702	PWY-6614	tetrahydrofolate biosynthesis	3	3	7
m2582580702	PWY0-1334	NADH to cytochrome bd oxidase electron transfer I	2	2	28
m2582580702	ALANINE-VALINESYN-PWY	L-alanine biosynthesis I	3	2	2
m2582580702	PWY0-1353	succinate to cytochrome bd oxidase electron transfer	2	2	5
m2582580702	PWY-7335	UDP-N-acetyl-alpha-D-mannosaminouronate biosynthesis	2	1	2
m2582580702	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	5	5
m2582580702	PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY	protocatechuate degradation II (ortho-cleavage pathway)	4	2	2
m2582580702	PWY-7344	UDP-D-galactose biosynthesis	1	1	3
m2582580702	PWY-5514	UDP-N-acetyl-D-galactosamine biosynthesis II	7	4	8
m2582580702	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	2	2
m2582580702	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	3	4
m2582580702	PWY-7560	methylerythritol phosphate pathway II	9	8	7
m2582580702	PWY-5659	GDP-mannose biosynthesis	4	3	3
m2582580702	GLUTDEG-PWY	L-glutamate degradation II	2	2	5
m2582580702	PWY-7238	sucrose biosynthesis II	8	5	7
m2582580702	PWY-5989	stearate biosynthesis II (bacteria and plants)	6	4	13
m2582580702	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	8	7
m2582580702	PWY-6461	peptidoglycan cross-bridge biosynthesis II (E. faecium)	2	1	1
m2582580702	PWY-6617	adenosine nucleotides degradation III	1	1	1
m2582580702	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	22	13
m2582580702	PWY0-1241	ADP-L-glycero-beta-D-manno-heptose biosynthesis	5	3	4
m2582580702	PWY-7221	guanosine ribonucleotides de novo biosynthesis	4	4	6
m2582580702	PWY-5207	coenzyme B/coenzyme M regeneration	3	1	3
m2582580702	PWY-5839	menaquinol-7 biosynthesis	2	2	2
m2582580702	PWY-5849	menaquinol-6 biosynthesis	1	1	1
m2582580702	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2582580702	PWY-5669	phosphatidylethanolamine biosynthesis I	2	1	1
m2582580702	PWY-6118	glycerol-3-phosphate shuttle	2	1	2
m2582580702	PWY-5143	long-chain fatty acid activation	1	1	6
m2582580702	RIBITOLUTIL-PWY	ribitol degradation	2	0	2
m2582580702	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	1	6
m2582580702	P261-PWY	coenzyme M biosynthesis I	7	2	3
m2582580702	PWY66-422	D-galactose degradation V (Leloir pathway)	5	4	7
m2582580702	PWY-7185	UTP and CTP dephosphorylation I	5	3	3
m2582580702	HOMOSER-METSYN-PWY	L-methionine biosynthesis I	5	3	6
m2582580702	SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	1
m2582580702	PWY-5344	L-homocysteine biosynthesis	2	1	4
m2582580702	PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	6	6	5
m2582580702	PWY-5653	NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde	4	3	3
m2582580702	PWY-4121	glutathionylspermidine biosynthesis	1	1	1
m2582580702	PWY-5152	leucodelphinidin biosynthesis	5	1	2
m2582580702	PWY3O-4106	NAD salvage pathway III	2	1	1
m2582580702	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	8	7
m2582580702	PWY-7179	purine deoxyribonucleosides degradation I	4	4	3
m2582580702	PWY-7206	pyrimidine deoxyribonucleotides dephosphorylation	3	0	1
m2582580702	1CMET2-PWY	N<sup>10</sup>-formyl-tetrahydrofolate biosynthesis	9	6	13
m2582580702	PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	4	2	2
m2582580702	PWY-5905	hypusine biosynthesis	5	4	1
m2582580702	PWY-5155	beta-alanine biosynthesis III	1	1	1
m2582580702	PWY-4081	glutathione-peroxide redox reactions	3	1	1
m2582580702	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2582580702	PWY-6453	stigma estolide biosynthesis	7	1	2
m2582580702	PWY-5078	L-isoleucine degradation II	3	2	3
m2582580702	PWY0-1264	biotin-carboxyl carrier protein assembly	4	3	5
m2582580702	TRYPDEG-PWY	L-tryptophan degradation II (via pyruvate)	3	1	1
m2582580702	PWY-7112	4-hydroxy-2-nonenal detoxification	4	1	1
m2582580702	PWY66-21	ethanol degradation II	3	2	3
m2582580702	PWY-6333	acetaldehyde biosynthesis I	1	1	2
m2582580702	PWY0-1312	acetate formation from acetyl-CoA I	2	2	2
m2582580702	PWY-5076	L-leucine degradation III	3	2	3
m2582580702	RHAMCAT-PWY	L-rhamnose degradation I	5	4	7
m2582580702	PWY-5082	L-methionine degradation III	3	1	2
m2582580702	THREONINE-DEG2-PWY	L-threonine degradation II	2	1	2
m2582580702	KDOSYN-PWY	Kdo transfer to lipid IVA I	2	1	1
m2582580702	TRPSYN-PWY	L-tryptophan biosynthesis	6	6	8
m2582580702	PWY-5516	xylose degradation II	1	0	1
m2582580702	RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	9	6	6
m2582580702	PWY66-366	flavin biosynthesis IV (mammalian)	2	2	2
m2582580702	PWY-7134	rutin degradation (plants)	3	1	4
m2582580702	SORBDEG-PWY	D-sorbitol degradation II	2	1	1
m2582580702	PWY-4101	D-sorbitol degradation I	3	2	3
m2582580702	PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	5	2	3
m2582580702	PWY-5686	UMP biosynthesis	6	5	8
m2582580702	PWY-4261	glycerol degradation I	2	2	2
m2582580702	PWY-7117	"C4 photosynthetic carbon assimilation cycle, PEPCK type"	10	5	9
m2582580702	PWY-6756	S-methyl-5-thioadenosine degradation II	1	1	1
m2582580702	PWY-4981	L-proline biosynthesis II (from arginine)	6	4	5
m2582580702	LEUSYN-PWY	L-leucine biosynthesis	6	5	5
m2582580702	CITRULLINE-DEG-PWY	L-citrulline degradation	2	2	3
m2582580702	PWY-5386	methylglyoxal degradation I	3	2	2
m2582580702	CITRULBIO-PWY	L-citrulline biosynthesis	8	6	17
m2582580702	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	5	6
m2582580702	FUCCAT-PWY	fucose degradation	4	1	1
m2582580702	PROUT-PWY	L-proline degradation	3	2	2
m2582580702	PWY-6030	serotonin and melatonin biosynthesis	4	1	1
m2582580702	PWY-5176	coumarin biosynthesis (via 2-coumarate)	5	1	17
m2582580702	VALSYN-PWY	L-valine biosynthesis	4	4	5
m2582580702	PWY-5194	siroheme biosynthesis	4	3	3
m2582580702	PWY-621	sucrose degradation III (sucrose invertase)	4	4	6
m2582580702	PWY-5403	betaxanthin biosynthesis (via dopamine)	2	1	1
m2582580702	PWY0-1313	acetate conversion to acetyl-CoA	1	1	1
m2582580702	PWY-5030	L-histidine degradation III	6	4	4
m2582580702	PWY-6938	NADH repair	4	1	1
m2582580702	PWY-7183	pyrimidine nucleobases salvage I	1	1	1
m2582580702	PWY-4984	urea cycle	5	4	7
m2582580702	ARABCAT-PWY	L-arabinose degradation I	3	3	5
m2582580702	GLUTORN-PWY	L-ornithine biosynthesis I	5	4	4
m2582580702	PWY-6700	queuosine biosynthesis	4	3	5
m2582580702	HOMOSER-THRESYN-PWY	L-threonine biosynthesis	2	1	2
m2582580702	PWY-6139	CMP-N-acetylneuraminate biosynthesis II (bacteria)	3	1	1
m2582580702	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	3
m2582580702	PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	6	4	4
m2582580702	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	8	10
m2582580702	PWY-7247	beta-D-glucuronide and D-glucuronate degradation	3	1	1
m2582580702	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	4	3	5
m2582580702	PWY3DJ-35471	L-ascorbate biosynthesis IV	6	1	3
m2582580702	PWY-5667	CDP-diacylglycerol biosynthesis I	4	4	4
m2582580702	PWY-4381	fatty acid biosynthesis initiation I	3	3	3
m2582580702	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	2
m2582580702	PWY-7388	"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	9	5	7
m2582580702	GLYSYN-THR-PWY	glycine biosynthesis IV	1	1	1
m2582580702	GLYCOGENSYNTH-PWY	glycogen biosynthesis I (from ADP-D-Glucose)	4	4	8
m2582580702	LEU-DEG2-PWY	L-leucine degradation I	6	2	2
m2582580702	PWY0-541	cyclopropane fatty acid (CFA) biosynthesis	1	1	1
m2582580702	PWY-6952	glycerophosphodiester degradation	2	2	2
m2582580702	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	1
m2582580702	PWY-922	mevalonate pathway I	7	3	3
m2582580702	PWY-1081	homogalacturonan degradation	2	1	1
m2582580702	PWY66-428	L-threonine degradation V	2	1	1
m2582580702	ASPARAGINE-BIOSYNTHESIS	L-asparagine biosynthesis I	1	1	1
m2582580702	ARGDEG-III-PWY	L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)	3	3	3
m2582580702	PANTO-PWY	phosphopantothenate biosynthesis I	4	4	5
m2582580702	IDNCAT-PWY	L-idonate degradation	3	1	1
m2582580702	PWY0-1299	arginine dependent acid resistance	1	1	1
m2582580702	PWY-43	putrescine biosynthesis II	3	3	3
m2582580702	PWY-7180	2-deoxy-alpha-D-ribose 1-phosphate degradation	3	1	1
m2582580702	PWY-6124	inosine-5-phosphate biosynthesis II	5	4	4
m2582580702	PWY-5852	demethylmenaquinol-8 biosynthesis I	1	1	1
m2582580702	HISTSYN-PWY	L-histidine biosynthesis	10	7	6
m2582580702	PWY-5892	menaquinol-12 biosynthesis	2	1	1
m2582580702	PWY-5853	demethylmenaquinol-6 biosynthesis I	1	1	1
m2582580702	PWY-5851	demethylmenaquinol-9 biosynthesis	1	1	1
m2582580702	PWY-7158	L-phenylalanine degradation V	3	2	3
m2582580702	PWY-5891	menaquinol-11 biosynthesis	2	1	1
m2582580702	DETOX1-PWY	superoxide radicals degradation	2	2	4
m2582580702	PWY-5895	menaquinol-13 biosynthesis	2	1	1
m2582580702	TRNA-CHARGING-PWY	tRNA charging	21	19	19
m2582580702	PWY-5890	menaquinol-10 biosynthesis	2	1	1
m2582580702	PWY66-162	ethanol degradation IV	3	2	2
m2582580702	PWY-2781	cis-zeatin biosynthesis	5	1	2
m2582580702	MALATE-ASPARTATE-SHUTTLE-PWY	L-aspartate degradation II	2	2	6
m2582580702	PWY0-1535	D-serine degradation	3	1	1
m2582580702	PWY-6902	chitin degradation II	5	5	6
m2582580702	P42-PWY	incomplete reductive TCA cycle	7	5	12
m2582580702	PWY-1042	glycolysis IV (plant cytosol)	10	8	12
m2582580702	P122-PWY	heterolactic fermentation	18	14	18
m2582580702	PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	12	9	18
m2582580702	P124-PWY	Bifidobacterium shunt	15	13	19
m2582580702	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)	3	3	3
m2582580702	PWY-7199	pyrimidine deoxyribonucleosides salvage	5	4	3
m2582580702	PWY-6038	citrate degradation	2	2	4
m2582580702	THIOREDOX-PWY	thioredoxin pathway	2	1	2
m2582580702	TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	8	3	4
m2582580702	PWY-7533	gliotoxin biosynthesis	9	2	2
m2582580702	PROSYN-PWY	L-proline biosynthesis I	4	3	3
m2582580702	PWY-3341	L-proline biosynthesis III	5	4	4
m2582580702	PWY-7248	pectin degradation III	5	2	2
m2582580702	PWY-901	methylglyoxal degradation II	2	1	4
m2582580702	GALDEG-PWY	D-galactose degradation II	2	1	1
m2582580702	PWY-2941	L-lysine biosynthesis II	9	7	11
m2582580702	DTDPRHAMSYN-PWY	dTDP-L-rhamnose biosynthesis I	4	4	8
m2582580702	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	1
m2582580702	PWY-1881	formate oxidation to CO2	1	1	1
m2582580702	PWY-6527	stachyose degradation	7	5	11
m2582580702	FERMENTATION-PWY	mixed acid fermentation	16	11	13
m2582580702	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	4
m2582580702	PWY-6737	starch degradation V	4	3	3
m2582580702	PWY-6012	acyl carrier protein metabolism	2	1	1
m2582580702	PWY-6028	acetoin degradation	1	1	3
m2582580702	NADPHOS-DEPHOS-PWY	NAD phosphorylation and dephosphorylation	3	2	3
m2582580702	PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	8	2	1
m2582580702	GLYCLEAV-PWY	glycine cleavage	3	3	4
m2582580702	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9	6	7
m2582580702	PWY-5785	"di-trans,poly-cis-undecaprenyl phosphate biosynthesis"	2	2	2
m2582580702	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	6
m2582580702	HEME-BIOSYNTHESIS-II	heme biosynthesis I (aerobic)	4	4	8
m2582580702	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	3	7
m2582580702	PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2582580702	PWY-7176	UTP and CTP de novo biosynthesis	3	2	2
m2582580702	PWY-6744	hydrogen production I	1	1	1
m2582580702	PWY-7382	lipoate biosynthesis and incorporation (yeast)	7	3	2
m2582580702	PPGPPMET-PWY	ppGpp biosynthesis	6	3	4
m2582580702	TCA	TCA cycle I (prokaryotic)	10	9	13
m2582580702	PWY-7224	purine deoxyribonucleosides salvage	6	3	2
m2582580702	GLUCONEO-PWY	gluconeogenesis I	13	10	15
m2582580702	PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	4	3	2
m2582580702	PWY-5973	cis-vaccenate biosynthesis	5	3	7
m2582580702	PWY-5046	2-oxoisovalerate decarboxylation to isobutanoyl-CoA	3	3	4
m2582580702	PWY-5	canavanine biosynthesis	4	3	4
m2582580702	PWY-4621	arsenate detoxification II (glutaredoxin)	2	2	3
m2582580702	HYDROXYPRODEG-PWY	trans-4-hydroxy-L-proline degradation I	5	1	1
m2582580702	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	5	4	5
m2582580702	PWY-7205	CMP phosphorylation	2	1	1
m2582580702	PWY-5358	tetrathionate reduction I (to thiosulfate)	1	1	1
m2582580702	PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	3	2	2
m2582580702	PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	7	6	6
m2582580703	PWY-7606	"docosahexaenoate biosynthesis III (6-desaturase, mammals)"	14	2	6
m2582580703	PWY-5971	palmitate biosynthesis II (bacteria and plants)	31	29	11
m2582580703	PWY-3941	beta-alanine biosynthesis II	6	2	2
m2582580703	PWY-4261	glycerol degradation I	2	2	2
m2582580703	PWY0-1507	biotin biosynthesis from 8-amino-7-oxononanoate I	3	2	2
m2582580703	PWY-6936	seleno-amino acid biosynthesis	5	3	3
m2582580703	PWY-5148	acyl-CoA hydrolysis	1	1	1
m2582580703	PWY-5189	tetrapyrrole biosynthesis II (from glycine)	4	3	4
m2582580703	PWY-5143	long-chain fatty acid activation	1	1	5
m2582580703	PWY-7292	"oleate beta-oxidation (thioesterase-dependent, yeast)"	2	1	1
m2582580703	TRNA-CHARGING-PWY	tRNA charging	21	19	24
m2582580703	PWY490-4	L-asparagine biosynthesis III (tRNA-dependent)	3	2	5
m2582580703	HEMESYN2-PWY	heme biosynthesis II (anaerobic)	4	3	5
m2582580703	PWY-5921	glutaminyl-tRNA<sup>gln</sup> biosynthesis via transamidation	2	2	5
m2582580703	PWY0-1264	biotin-carboxyl carrier protein assembly	4	2	3
m2582580703	HISTSYN-PWY	L-histidine biosynthesis	10	8	8
m2582580703	PWY-6795	"diacylglyceryl-N,N,N-trimethylhomoserine biosynthesis"	2	1	1
m2582580703	FASYN-ELONG-PWY	fatty acid elongation -- saturated	5	4	6
m2582580703	PWY-6000	gamma-linolenate biosynthesis II (animals)	2	1	5
m2582580703	PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	9	8	6
m2582580703	PWY-6894	thiamine diphosphate biosynthesis I (E. coli)	2	2	2
m2582580703	NONMEVIPP-PWY	methylerythritol phosphate pathway I	9	7	8
m2582580703	PWY-6012-1	acyl carrier protein activation	1	1	1
m2582580703	PWY-5973	cis-vaccenate biosynthesis	5	4	6
m2582580703	PWY-4621	arsenate detoxification II (glutaredoxin)	2	1	2
m2582580703	PWY-7654	"(8E,10E)-dodeca-8,10-dienol biosynthesis"	11	3	2
m2582580703	PWY-6966	methanol oxidation to formaldehyde I	1	1	1
m2582580703	THIOREDOX-PWY	thioredoxin pathway	2	1	3
m2582580703	PWY-5084	2-oxoglutarate decarboxylation to succinyl-CoA	3	3	4
m2582580703	GLYCLEAV-PWY	glycine cleavage	3	3	4
m2582580703	PYRUVDEHYD-PWY	pyruvate decarboxylation to acetyl CoA	3	3	5
m2582580703	PHESYN	L-phenylalanine biosynthesis I	3	3	4
m2582580703	PWY-7382	lipoate biosynthesis and incorporation (yeast)	7	3	1
m2582580703	PWY-5667	CDP-diacylglycerol biosynthesis I	4	2	3
m2582580703	PWY-4984	urea cycle	5	4	5
m2582580703	TYRSYN	L-tyrosine biosynthesis I	3	3	4
m2582580703	PWY-7376	"cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)"	13	3	4
m2582580703	PWY0-1319	CDP-diacylglycerol biosynthesis II	4	2	3
m2582580703	KDO-LIPASYN-PWY	(Kdo)2-lipid A biosynthesis I	2	1	1
m2582580703	ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	9	8	10
m2582580703	OXIDATIVEPENT-PWY	pentose phosphate pathway (oxidative branch)	3	3	3
m2582580703	PWY-4381	fatty acid biosynthesis initiation I	3	3	4
m2582580703	PWY-7388	"octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)"	9	6	7
m2582580703	LEUSYN-PWY	L-leucine biosynthesis	6	5	5
m2582580703	GLUTORN-PWY	L-ornithine biosynthesis I	5	4	5
m2582580703	ILEUSYN-PWY	L-isoleucine biosynthesis I (from threonine)	7	5	7
m2582580703	PWY-5783	octaprenyl diphosphate biosynthesis	1	1	1
m2582580703	PWY-5152	leucodelphinidin biosynthesis	5	1	1
m2582580703	PWY-6642	(R)-cysteate degradation	3	2	5
m2582580703	VALSYN-PWY	L-valine biosynthesis	4	4	5
m2582580703	HOMOSERSYN-PWY	L-homoserine biosynthesis	3	3	3
m2582580703	PWY1F-823	leucopelargonidin and leucocyanidin biosynthesis	4	2	1
m2582580703	PWY0-662	PRPP biosynthesis I	1	1	1
m2582580703	PWY-7346	UDP-alpha-D-glucuronate biosynthesis (from UDP-glucose)	1	1	2
m2582580703	PWY-1269	CMP-3-deoxy-D-manno-octulosonate biosynthesis	5	3	3
m2582580703	MALATE-ASPARTATE-SHUTTLE-PWY	L-aspartate degradation II	2	2	6
m2582580703	ASPARTATESYN-PWY	L-aspartate biosynthesis	1	1	4
m2582580703	ASPARTATE-DEG1-PWY	L-aspartate degradation I	1	1	4
m2582580703	PWY-6118	glycerol-3-phosphate shuttle	2	1	2
m2582580703	PWY-7417	"phospholipid remodeling (phosphatidate, yeast)"	2	1	2
m2582580703	NONOXIPENT-PWY	pentose phosphate pathway (non-oxidative branch)	5	5	4
m2582580703	PWY0-1021	L-alanine biosynthesis III	1	1	3
m2582580703	PWY-6019	pseudouridine degradation	2	1	5
m2582580703	PWY-7250	[2Fe-2S] iron-sulfur cluster biosynthesis	10	4	3
m2582580703	SERSYN-PWY	L-serine biosynthesis	3	2	2
m2582580703	PROSYN-PWY	L-proline biosynthesis I	4	3	3
m2582580703	PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	8	6	7
m2582580703	PWY-6683	sulfate reduction III (assimilatory)	3	2	2
m2582580703	PYRIDOXSYN-PWY	pyridoxal 5-phosphate biosynthesis I	8	4	6
m2582580703	PWY-702	L-methionine biosynthesis II	6	2	3
m2582580703	PWY-7185	UTP and CTP dephosphorylation I	5	3	2
m2582580703	CITRULLINE-DEG-PWY	L-citrulline degradation	2	1	1
m2582580703	SAM-PWY	S-adenosyl-L-methionine biosynthesis	1	1	1
m2582580703	PWY-4061	glutathione-mediated detoxification I	5	2	10
m2582580703	PWY-5344	L-homocysteine biosynthesis	2	2	7
m2582580703	PWY-6825	phosphatidylcholine biosynthesis V	3	1	1
m2582580703	PWY-5083	NAD/NADH phosphorylation and dephosphorylation	6	3	18
m2582580703	PWY-7112	4-hydroxy-2-nonenal detoxification	4	2	10
m2582580703	BSUBPOLYAMSYN-PWY	spermidine biosynthesis I	2	1	1
m2582580703	PWY-7340	"9-cis, 11-trans-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	10	2	1
m2582580703	PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	7	5	6
m2582580703	PWY-6268	adenosylcobalamin salvage from cobalamin	1	1	1
m2582580703	PWY-7299	progesterone biosynthesis	2	1	1
m2582580703	GLYOXYLATE-BYPASS	glyoxylate cycle	6	5	5
m2582580703	PWY-5076	L-leucine degradation III	3	2	4
m2582580703	GLUTSYN-PWY	L-glutamate biosynthesis I	1	1	3
m2582580703	DAPLYSINESYN-PWY	L-lysine biosynthesis I	9	8	8
m2582580703	GLUTAMINEFUM-PWY	L-glutamine degradation II	1	1	3
m2582580703	PWY-5886	4-hydroxyphenylpyruvate biosynthesis	1	1	1
m2582580703	CYSTSYN-PWY	L-cysteine biosynthesis I	2	2	2
m2582580703	PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	5	5	8
m2582580703	PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	5	5	7
m2582580703	DETOX1-PWY	superoxide radicals degradation	2	1	1
m2582580703	PWY-1781	beta-alanine degradation II	2	1	1
m2582580703	GLYOXDEG-PWY	glycolate and glyoxylate degradation II	2	2	3
m2582580703	PWY-66	GDP-L-fucose biosynthesis I (from GDP-D-mannose)	2	1	1
m2582580703	PWY-5078	L-isoleucine degradation II	3	2	4
m2582580703	PWY-6435	4-hydroxybenzoate biosynthesis V	5	2	5
m2582580703	VALDEG-PWY	L-valine degradation I	8	4	7
m2582580703	PWY-5138	"unsaturated, even numbered fatty acid beta-oxidation"	6	2	4
m2582580703	PWY-6333	acetaldehyde biosynthesis I	1	1	3
m2582580703	GLUTAMATE-DEG1-PWY	L-glutamate degradation I	1	1	1
m2582580703	PWY-5839	menaquinol-7 biosynthesis	2	1	1
m2582580703	UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	5	3	4
m2582580703	PWY-46	putrescine biosynthesis III	1	1	1
m2582580703	PWY66-368	ketolysis	3	3	4
m2582580703	PWY-5194	siroheme biosynthesis	4	4	2
m2582580703	PWY-5849	menaquinol-6 biosynthesis	1	1	1
m2582580703	PWY-7560	methylerythritol phosphate pathway II	9	7	8
m2582580703	MENAQUINONESYN-PWY	menaquinol-8 biosynthesis	1	1	1
m2582580703	TRPSYN-PWY	L-tryptophan biosynthesis	6	5	7
m2582580703	TRESYN-PWY	trehalose biosynthesis I	2	1	1
m2582580703	DHGLUCONATE-PYR-CAT-PWY	glucose degradation (oxidative)	5	2	9
m2582580703	PWY-6476	cytidylyl molybdenum cofactor biosynthesis	1	1	1
m2582580703	PWY-7205	CMP phosphorylation	2	2	2
m2582580703	PWY0-1261	anhydromuropeptides recycling	10	4	5
m2582580703	PWY-6163	chorismate biosynthesis from 3-dehydroquinate	6	3	3
m2582580703	PWY0-1479	tRNA processing	10	4	2
m2582580703	GLNSYN-PWY	L-glutamine biosynthesis I	1	1	1
m2582580703	PWY-4081	glutathione-peroxide redox reactions	3	2	3
m2582580703	PWY-5	canavanine biosynthesis	4	3	3
m2582580703	GLUT-REDOX-PWY	glutathione-glutaredoxin redox reactions	2	1	2
m2582580703	PWY-6614	tetrahydrofolate biosynthesis	3	3	3
m2582580703	PWY-6164	3-dehydroquinate biosynthesis I	2	1	1
m2582580703	PWY-901	methylglyoxal degradation II	2	1	2
m2582580703	PWY-2301	myo-inositol biosynthesis	2	1	1
m2582580703	PWY-6611	adenine and adenosine salvage V	3	1	1
m2582580703	PWY-3781	aerobic respiration I (cytochrome c)	4	4	22
m2582580703	PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	5	3	3
m2582580703	PWY-6363	"D-myo-inositol (1,4,5)-trisphosphate degradation"	3	1	1
m2582580703	PWY-5082	L-methionine degradation III	3	1	3
m2582580703	SALVADEHYPOX-PWY	adenosine nucleotides degradation II	5	2	2
m2582580703	PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	9	9	11
m2582580703	PWY66-428	L-threonine degradation V	2	1	2
m2582580703	NADPHOS-DEPHOS-PWY-1	NAD phosphorylation and transhydrogenation	2	2	4
m2582580703	PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	4	4	4
m2582580703	PPGPPMET-PWY	ppGpp biosynthesis	6	3	2
m2582580703	LIPAS-PWY	triacylglycerol degradation	4	1	1
m2582580703	PWY-5686	UMP biosynthesis	6	3	4
m2582580703	PWY0-1334	NADH to cytochrome bd oxidase electron transfer I	2	2	16
m2582580703	PWY-6733	sporopollenin precursors biosynthesis	18	4	6
m2582580703	PWY-5870	ubiquinol-8 biosynthesis (eukaryotic)	9	4	4
m2582580703	PROPIONMET-PWY	propanoyl CoA degradation I	3	2	3
m2582580703	PWY0-1353	succinate to cytochrome bd oxidase electron transfer	2	2	6
m2582580703	PWY-7219	adenosine ribonucleotides de novo biosynthesis	4	4	12
m2582580703	PWY-7158	L-phenylalanine degradation V	3	1	1
m2582580703	FAO-PWY	fatty acid beta-oxidation I	7	4	11
m2582580703	GLUTATHIONESYN-PWY	glutathione biosynthesis	2	2	2
m2582580703	PHENYLALANINE-DEG1-PWY	L-phenylalanine degradation I (aerobic)	3	1	1
m2582580703	PWY-1622	formaldehyde assimilation I (serine pathway)	13	4	5
